Date,Budget,Expense,Income ($),Expense ($),Source Tab,Matched Keyword,Matched Vendor,Reimbursable Trip,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17
3/6/2025,Vacation,VSI*LAKEANNBAPTISTCAM LAKE ANN MI,$0.00,$122.80,1,lake ann,,FALSE,,,,,,,,,,,,,,,,,FALSE
3/30/2025,Clothing,Wal-Mart #0504 G,$0.00,$0.05,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/30/2025,Giving,Wal-Mart #0504 G,$0.00,$0.05,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/30/2025,Groceries,Wal-Mart #0504 G,$0.00,$0.34,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/30/2025,Housing,Wal-Mart #0504 G,$0.00,$0.10,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/30/2025,Retail,Wal-Mart #0504 G,$0.00,$0.05,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/30/2025,Toiletries,Wal-Mart #0504 G,$0.00,$0.39,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
7/23/2025,Clothing,Wal-Mart #0892,$0.00,$0.16,2,wal-mart,walmart,TRUE,,,,,,,,,,,,,,,,,FALSE
4/9/2025,Clothing,Wal-Mart #0892,$0.00,$0.77,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/21/2025,Clothing,Wal-Mart #0892,$0.00,$1.98,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Clothing,Wal-Mart #0892,$0.00,$2.54,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Clothing,Wal-Mart #0892,$0.00,$0.11,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
8/26/2025,Clothing,Wal-Mart #0892,$0.00,$1.08,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
7/23/2025,Giving,Wal-Mart #0892,$0.00,$0.16,2,wal-mart,walmart,TRUE,,,,,,,,,,,,,,,,,FALSE
4/9/2025,Giving,Wal-Mart #0892,$0.00,$0.77,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/21/2025,Giving,Wal-Mart #0892,$0.00,$1.98,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Giving,Wal-Mart #0892,$0.00,$2.54,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Giving,Wal-Mart #0892,$0.00,$0.11,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
8/26/2025,Giving,Wal-Mart #0892,$0.00,$1.08,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
7/23/2025,Groceries,Wal-Mart #0892,$0.00,$1.10,2,wal-mart,walmart,TRUE,,,,,,,,,,,,,,,,,FALSE
4/9/2025,Groceries,Wal-Mart #0892,$0.00,$5.37,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/21/2025,Groceries,Wal-Mart #0892,$0.00,$13.86,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Groceries,Wal-Mart #0892,$0.00,$17.77,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Groceries,Wal-Mart #0892,$0.00,$0.74,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
8/26/2025,Groceries,Wal-Mart #0892,$0.00,$7.58,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/9/2025,Housing,Wal-Mart #0892,$0.00,$1.54,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/21/2025,Housing,Wal-Mart #0892,$0.00,$3.96,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Housing,Wal-Mart #0892,$0.00,$5.08,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Housing,Wal-Mart #0892,$0.00,$0.21,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
7/23/2025,Housing,Wal-Mart #0892,$0.00,$0.32,2,wal-mart,walmart,TRUE,,,,,,,,,,,,,,,,,FALSE
8/26/2025,Housing,Wal-Mart #0892,$0.00,$2.17,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/9/2025,Retail,Wal-Mart #0892,$0.00,$0.77,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/21/2025,Retail,Wal-Mart #0892,$0.00,$1.98,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Retail,Wal-Mart #0892,$0.00,$2.54,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Retail,Wal-Mart #0892,$0.00,$0.11,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
8/26/2025,Retail,Wal-Mart #0892,$0.00,$1.08,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
7/23/2025,Retail,Wal-Mart #0892,$0.00,$0.16,2,wal-mart,walmart,TRUE,,,,,,,,,,,,,,,,,FALSE
4/9/2025,Toiletries,Wal-Mart #0892,$0.00,$6.14,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/21/2025,Toiletries,Wal-Mart #0892,$0.00,$15.84,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Toiletries,Wal-Mart #0892,$0.00,$20.31,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/20/2025,Toiletries,Wal-Mart #0892,$0.00,$0.84,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
8/26/2025,Toiletries,Wal-Mart #0892,$0.00,$8.67,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
7/23/2025,Toiletries,Wal-Mart #0892,$0.00,$1.26,2,wal-mart,walmart,TRUE,,,,,,,,,,,,,,,,,FALSE
3/3/2025,Clothing,Wal-Mart #2764,$0.00,$0.17,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/3/2025,Giving,Wal-Mart #2764,$0.00,$0.17,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/3/2025,Groceries,Wal-Mart #2764,$0.00,$1.17,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/3/2025,Housing,Wal-Mart #2764,$0.00,$0.33,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/3/2025,Retail,Wal-Mart #2764,$0.00,$0.17,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/3/2025,Toiletries,Wal-Mart #2764,$0.00,$1.33,2,wal-mart,walmart,FALSE,,,,,,,,,,,,,,,,,
5/15/2025,Health,WALGREENS #7454 ANKENY IA,$0.00,$7.66,1,walgreens,,FALSE,,,,,,,,,,,,,,,,,
3/28/2025,Clothing,WALMART 000504 GALVESTON TX,$0.00,$3.34,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/28/2025,Giving,WALMART 000504 GALVESTON TX,$0.00,$3.34,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/28/2025,Groceries,WALMART 000504 GALVESTON TX,$0.00,$23.41,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/28/2025,Housing,WALMART 000504 GALVESTON TX,$0.00,$6.69,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/28/2025,Retail,WALMART 000504 GALVESTON TX,$0.00,$3.34,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
3/28/2025,Toiletries,WALMART 000504 GALVESTON TX,$0.00,$26.75,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/27/2025,Clothing,WALMART 000892 ANKENY IA,$0.00,$0.61,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
5/30/2025,Clothing,WALMART 000892 ANKENY IA,$0.00,$1.20,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
9/29/2025,Clothing,WALMART 000892 ANKENY IA,$0.00,$1.47,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
10/9/2025,Clothing,WALMART 000892 ANKENY IA,$0.00,$0.29,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Giving,WALMART 000892 ANKENY IA,$0.00,$1.20,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/27/2025,Giving,WALMART 000892 ANKENY IA,$0.00,$0.61,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
9/29/2025,Giving,WALMART 000892 ANKENY IA,$0.00,$1.47,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
10/9/2025,Giving,WALMART 000892 ANKENY IA,$0.00,$0.29,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Groceries,WALMART 000892 ANKENY IA,$0.00,$8.43,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
9/29/2025,Groceries,WALMART 000892 ANKENY IA,$0.00,$10.26,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
10/9/2025,Groceries,WALMART 000892 ANKENY IA,$0.00,$2.03,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/27/2025,Groceries,WALMART 000892 ANKENY IA,$0.00,$4.26,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
5/30/2025,Housing,WALMART 000892 ANKENY IA,$0.00,$2.41,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
9/29/2025,Housing,WALMART 000892 ANKENY IA,$0.00,$2.93,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
10/9/2025,Housing,WALMART 000892 ANKENY IA,$0.00,$0.58,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/27/2025,Housing,WALMART 000892 ANKENY IA,$0.00,$1.22,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
5/30/2025,Retail,WALMART 000892 ANKENY IA,$0.00,$1.20,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
9/29/2025,Retail,WALMART 000892 ANKENY IA,$0.00,$1.47,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
10/9/2025,Retail,WALMART 000892 ANKENY IA,$0.00,$0.29,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/27/2025,Retail,WALMART 000892 ANKENY IA,$0.00,$0.61,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
5/30/2025,Toiletries,WALMART 000892 ANKENY IA,$0.00,$9.63,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
9/29/2025,Toiletries,WALMART 000892 ANKENY IA,$0.00,$11.72,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
10/9/2025,Toiletries,WALMART 000892 ANKENY IA,$0.00,$2.32,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
4/27/2025,Toiletries,WALMART 000892 ANKENY IA,$0.00,$4.86,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
7/23/2025,Clothing,WALMART 001491 INDIANOLA IA,$0.00,$2.20,1,walmart,walmart,TRUE,,,,,,,,,,,,,,,,,FALSE
7/23/2025,Giving,WALMART 001491 INDIANOLA IA,$0.00,$2.20,1,walmart,walmart,TRUE,,,,,,,,,,,,,,,,,FALSE
7/23/2025,Groceries,WALMART 001491 INDIANOLA IA,$0.00,$15.39,1,walmart,walmart,TRUE,,,,,,,,,,,,,,,,,FALSE
7/23/2025,Housing,WALMART 001491 INDIANOLA IA,$0.00,$4.40,1,walmart,walmart,TRUE,,,,,,,,,,,,,,,,,FALSE
7/23/2025,Retail,WALMART 001491 INDIANOLA IA,$0.00,$2.20,1,walmart,walmart,TRUE,,,,,,,,,,,,,,,,,FALSE
7/23/2025,Toiletries,WALMART 001491 INDIANOLA IA,$0.00,$17.58,1,walmart,walmart,TRUE,,,,,,,,,,,,,,,,,FALSE
6/30/2025,Clothing,WALMART 002764 ALTOONA IA,$0.00,$1.92,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/30/2025,Giving,WALMART 002764 ALTOONA IA,$0.00,$1.92,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/30/2025,Groceries,WALMART 002764 ALTOONA IA,$0.00,$13.41,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/30/2025,Housing,WALMART 002764 ALTOONA IA,$0.00,$3.83,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/30/2025,Retail,WALMART 002764 ALTOONA IA,$0.00,$1.92,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
6/30/2025,Toiletries,WALMART 002764 ALTOONA IA,$0.00,$15.33,1,walmart,walmart,FALSE,,,,,,,,,,,,,,,,,
7/22/2025,Clothing,Walmart.Com,$0.00,$2.23,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
10/8/2025,Clothing,WALMART.COM,$0.00,$13.06,5,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/20/2025,Clothing,Walmart.Com,$0.00,$2.54,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
1/21/2025,Clothing,Walmart.Com,$0.00,$2.22,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Clothing,Walmart.Com,$0.00,$2.11,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
8/3/2025,Clothing,Walmart.Com,$0.00,$1.92,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
9/18/2025,Clothing,Walmart.Com,$0.00,$1.99,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
10/8/2025,Giving,WALMART.COM,$0.00,$13.06,5,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/22/2025,Giving,Walmart.Com,$0.00,$2.23,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
7/20/2025,Giving,Walmart.Com,$0.00,$2.54,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
1/21/2025,Giving,Walmart.Com,$0.00,$2.22,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Giving,Walmart.Com,$0.00,$2.11,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
8/3/2025,Giving,Walmart.Com,$0.00,$1.92,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
9/18/2025,Giving,Walmart.Com,$0.00,$1.99,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
10/8/2025,Groceries,WALMART.COM,$0.00,$91.42,5,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
1/21/2025,Groceries,Walmart.Com,$0.00,$15.56,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/22/2025,Groceries,Walmart.Com,$0.00,$15.63,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
7/20/2025,Groceries,Walmart.Com,$0.00,$17.80,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
5/30/2025,Groceries,Walmart.Com,$0.00,$14.79,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
8/3/2025,Groceries,Walmart.Com,$0.00,$13.44,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
9/18/2025,Groceries,Walmart.Com,$0.00,$13.91,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
10/8/2025,Housing,WALMART.COM,$0.00,$26.12,5,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
1/21/2025,Housing,Walmart.Com,$0.00,$4.45,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Housing,Walmart.Com,$0.00,$4.23,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/22/2025,Housing,Walmart.Com,$0.00,$4.47,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
7/20/2025,Housing,Walmart.Com,$0.00,$5.09,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
8/3/2025,Housing,Walmart.Com,$0.00,$3.84,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
9/18/2025,Housing,Walmart.Com,$0.00,$3.97,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
10/8/2025,Retail,WALMART.COM,$0.00,$13.06,5,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
1/21/2025,Retail,Walmart.Com,$0.00,$2.22,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Retail,Walmart.Com,$0.00,$2.11,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
8/3/2025,Retail,Walmart.Com,$0.00,$1.92,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
9/18/2025,Retail,Walmart.Com,$0.00,$1.99,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/22/2025,Retail,Walmart.Com,$0.00,$2.23,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
7/20/2025,Retail,Walmart.Com,$0.00,$2.54,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
10/8/2025,Toiletries,WALMART.COM,$0.00,$104.48,5,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
1/21/2025,Toiletries,Walmart.Com,$0.00,$17.79,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Toiletries,Walmart.Com,$0.00,$16.90,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
8/3/2025,Toiletries,Walmart.Com,$0.00,$15.36,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
9/18/2025,Toiletries,Walmart.Com,$0.00,$15.90,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/22/2025,Toiletries,Walmart.Com,$0.00,$17.86,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
7/20/2025,Toiletries,Walmart.Com,$0.00,$20.34,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
3/25/2025,Clothing,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$0.21,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
4/23/2025,Clothing,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$3.04,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/10/2025,Clothing,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$2.97,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/10/2025,Clothing,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$6.29,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
10/5/2025,Clothing,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$3.97,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
3/25/2025,Giving,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$0.21,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
4/23/2025,Giving,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$3.04,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/10/2025,Giving,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$2.97,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/10/2025,Giving,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$6.29,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
10/5/2025,Giving,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$3.97,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
3/25/2025,Groceries,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$1.48,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
4/23/2025,Groceries,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$21.29,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/10/2025,Groceries,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$20.77,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/10/2025,Groceries,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$44.00,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
10/5/2025,Groceries,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$27.79,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
3/25/2025,Housing,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$0.42,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
4/23/2025,Housing,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$6.08,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/10/2025,Housing,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$5.94,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/10/2025,Housing,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$12.57,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
10/5/2025,Housing,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$7.94,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
3/25/2025,Retail,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$0.21,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
4/23/2025,Retail,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$3.04,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/10/2025,Retail,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$2.97,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/10/2025,Retail,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$6.29,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
10/5/2025,Retail,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$3.97,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
,Retail,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.53,$0.00,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
3/25/2025,Toiletries,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$1.70,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
4/23/2025,Toiletries,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$24.33,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/10/2025,Toiletries,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$23.74,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/10/2025,Toiletries,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$50.28,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
10/5/2025,Toiletries,"WALMART.COM 800-966-6546 BENTONVILLE AR
 , Walmart.Com Purchase",$0.00,$31.76,1,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
1/20/2025,Clothing,Walmart.Com 8009256278,$0.00,$1.12,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
2/5/2025,Clothing,Walmart.Com 8009256278,$0.00,$2.56,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
4/3/2025,Clothing,Walmart.Com 8009256278,$0.00,$1.89,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
1/20/2025,Giving,Walmart.Com 8009256278,$0.00,$1.12,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
2/5/2025,Giving,Walmart.Com 8009256278,$0.00,$2.56,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
4/3/2025,Giving,Walmart.Com 8009256278,$0.00,$1.89,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
1/20/2025,Groceries,Walmart.Com 8009256278,$0.00,$7.86,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
2/5/2025,Groceries,Walmart.Com 8009256278,$0.00,$17.95,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
4/3/2025,Groceries,Walmart.Com 8009256278,$0.00,$13.25,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
1/20/2025,Housing,Walmart.Com 8009256278,$0.00,$2.25,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
2/5/2025,Housing,Walmart.Com 8009256278,$0.00,$5.13,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
4/3/2025,Housing,Walmart.Com 8009256278,$0.00,$3.79,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
1/20/2025,Retail,Walmart.Com 8009256278,$0.00,$1.12,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
2/5/2025,Retail,Walmart.Com 8009256278,$0.00,$2.56,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
4/3/2025,Retail,Walmart.Com 8009256278,$0.00,$1.89,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
1/20/2025,Toiletries,Walmart.Com 8009256278,$0.00,$8.99,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
2/5/2025,Toiletries,Walmart.Com 8009256278,$0.00,$20.52,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
4/3/2025,Toiletries,Walmart.Com 8009256278,$0.00,$15.14,2,walmart.com,walmart,FALSE,,,,,,,,,,,,,,,,,
7/23/2025,Sports,WEB AUTHORIZED PMT ankenyjrfootball,$0.00,$240.00,5,ankenyjrfootball,,FALSE,,,,,,,,,,,,,,,,,FALSE
3/31/2025,Education,WEB AUTHORIZED PMT BB TUITION MGMT,$0.00,$31.30,5,bb tuition mgmt,,FALSE,,,,,,,,,,,,,,,,,
5/6/2025,Education,WEB AUTHORIZED PMT BB TUITION MGMT,$0.00,$150.00,5,bb tuition mgmt,,FALSE,,,,,,,,,,,,,,,,,
2/11/2025,Utilities,WEB AUTHORIZED PMT CINERGY METRONET,$0.00,$58.68,5,cinergy metronet,,FALSE,,,,,,,,,,,,,,,,,
3/13/2025,Utilities,WEB AUTHORIZED PMT Cinergy Metronet,$0.00,$58.68,5,cinergy metronet,,FALSE,,,,,,,,,,,,,,,,,
4/10/2025,Utilities,WEB AUTHORIZED PMT Cinergy Metronet,$0.00,$58.68,5,cinergy metronet,,FALSE,,,,,,,,,,,,,,,,,
